,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
2909,04mHt,1k6/8/4p3/4Pp2/2pr1PpP/1pR4K/1P5B/8 w - - 0 47,h3g2 d4d2 g2h1 d2c2 c3c4 c2c4,2223,80,90,538,crushing endgame long,https://lichess.org/cY4KhCvg#93
2910,04mNz,b7/7p/PB2k1p1/5p2/1N2p3/2b3P1/1r3P1P/3R2K1 w - - 0 36,b6d4 c3d4 d1d4 b2b1 g1g2 e4e3,1762,159,100,23,crushing discoveredAttack endgame long,https://lichess.org/6Mt19d4G#71
2911,04mc2,3r3r/p3k3/2p1n3/1p3P1K/8/3B1R2/P1P4P/R7 w - - 1 29,h5g4 d8g8,1527,99,78,200,endgame mate mateIn1 oneMove,https://lichess.org/3xfH63MH#57
2912,04mms,3r2k1/p5pp/2R5/3n2N1/3P4/P7/r6P/4R1K1 b - - 0 29,a2a3 c6d6 d8a8 d6d5,1964,88,79,53,advantage endgame interference short,https://lichess.org/2TvYcITe/black#58
2913,04mxE,3r3r/1b4k1/p4qp1/1ppp1p2/5b2/P1P1PNP1/1PQ2PK1/3R3R w - - 0 41,e3f4 h8h1 g2h1 d5d4,1891,143,100,17,crushing middlegame pin short,https://lichess.org/FWQccnf2#81
2914,04mzK,8/8/p2k1p1p/1p1Pb1p1/1P2P1P1/P4K1P/8/2B5 w - - 2 50,f3e3 e5f4 e3d3 f4c1,886,80,89,210,bishopEndgame crushing endgame short skewer,https://lichess.org/1MIbYaNk#99
2915,04n6Z,4r2k/1R4pp/p7/8/1PP1pq2/P4nNP/4QP2/5K2 w - - 5 29,e2e3 e8d8 g3e4 d8d1 f1e2 d1e1 e2d3 e1e3,2257,164,76,13,crushing endgame quietMove skewer veryLong,https://lichess.org/R7sT5ZSS#57
2916,04nDo,2r1r1k1/2q2pb1/p3p1p1/1p6/4N1P1/5P2/PPPQ3R/2K4R b - - 2 23,e8d8 h2h8 g7h8 h1h8 g8h8 d2h6 h8g8 e4f6,1923,77,85,46,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/PwAPprkK/black#46
2917,04nGz,4r2r/p1pk1p2/Q2b2qp/2p3p1/P1PPp3/8/1P1B1PPP/R3R1K1 w - - 0 21,d4c5 d6h2 g1h2 g6a6,1296,76,89,71,crushing discoveredAttack master middlegame short,https://lichess.org/QG6FqxoW#41
2918,04nSJ,4Qnk1/1b4p1/5r2/p4p1N/1p1p4/2p1B3/PqB4P/2R3K1 b - - 1 33,d4e3 h5f6 g7f6 c2b3 b2b3 a2b3,1937,74,85,431,crushing long middlegame,https://lichess.org/RPbiOypB/black#66
2919,04nYt,8/pp1n1rk1/5q2/2pp1pPr/3PpQ2/1PP1P2R/P2N2P1/6K1 b - - 0 32,f6g5 h3g3 g5g3 f4g3,1579,500,100,0,equality middlegame pin short,https://lichess.org/aN3R0w7i/black#64
2920,04ncC,6rk/5p1n/2qp1b2/5N2/2P1p1P1/1p5R/1P1Q1P1P/6K1 b - - 1 31,c6c4 h3h7 h8h7 d2h6,1654,76,82,195,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/ejNqjJyE/black#62
2921,04noT,6rk/1Q3Kp1/5p2/8/P4B2/8/8/5r2 b - - 0 68,f1f4 b7h1 f4h4 h1h4,975,101,95,234,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/fGcIZoQ2/black#136
2922,04ntl,5q2/3Q2kp/3p4/p3b1N1/1p2P3/3K4/6rP/8 b - - 9 38,g7f6 g5h7 f6g6 h7f8,967,77,96,8088,crushing endgame fork short,https://lichess.org/kkEYRX9X/black#76
2923,04nw7,1k2r3/1pp3p1/3b1p2/3R4/p2P2P1/2P2P2/P1P1r3/1KBR4 w - - 0 26,d5a5 e2e1 d1e1 e8e1,1839,75,91,2820,advantage endgame master short,https://lichess.org/Puuhm1Re#51
2924,04nzp,3r3r/1p3pkp/4p3/3bP3/1Q1N3b/1PP4P/PK3n2/6R1 b - - 1 37,g7h6 d4f5 e6f5 b4h4,1881,74,89,285,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/bhTkVzLm/black#74
2925,04o4M,q2r1rk1/p1R3p1/Bp2bp1p/8/5B1Q/1P5P/P5PK/8 b - - 5 29,a8e4 c7g7 g8g7 f4h6 g7g6 h4e4,1916,75,86,708,attraction crushing discoveredAttack long middlegame sacrifice,https://lichess.org/i2Whwasf/black#58
2926,04o7x,3q1rk1/B3bppp/3p4/6r1/6Q1/1P6/P4PPP/3R1RK1 w - - 1 21,g4e2 d8a8 g2g3 a8a7,1658,74,93,1257,advantage middlegame short,https://lichess.org/bY1eYOlO#41
2927,04oVC,r2r1bk1/5ppp/p7/8/3Bq3/4p1P1/P1N2P1P/1R1Q1R1K w - - 0 31,h1g1 e3e2 d1e2 e4e2,1498,131,33,19,advancedPawn crushing fork middlegame short,https://lichess.org/FWOGLWND#61
2928,04oXW,4rQ2/3qP1pk/2p4p/2ppR1n1/7P/2P5/PP3PP1/6K1 b - - 0 32,g5e6 f8f5 h7g8 f5e6 d7e6 e5e6,2105,79,84,380,crushing endgame long,https://lichess.org/z0halPxY/black#64
2929,04oYd,4r1k1/3R1p1p/p5pK/2p2p2/2P5/P6P/6P1/8 b - - 2 39,e8e3 d7d8 e3e8 d8e8,600,105,79,465,endgame mate mateIn2 rookEndgame short,https://lichess.org/pdo68pSD/black#78
2930,04oZl,8/8/1PR4b/5k2/2p1pr2/8/2P1KP2/8 b - - 0 43,h6g7 b6b7 g7e5 c6c5 f5g6 c5e5,1580,75,96,3361,advancedPawn crushing endgame long,https://lichess.org/XkvLQ8sI/black#86
2931,04ofv,1k6/8/1pq5/p7/P3QK2/5P2/8/8 b - - 2 48,c6e4 f4e4 b8b7 f3f4 b7c6 f4f5 c6d6 e4d4,2042,178,45,15,crushing defensiveMove endgame quietMove veryLong,https://lichess.org/Tvwc1KxS/black#96
2932,04oiW,r4rk1/5p1p/p2NnQpq/8/3p4/3P4/5PP1/2R2RK1 b - - 1 30,a8d8 d6f5 h6g7 f5g7,2013,84,81,33,crushing middlegame short,https://lichess.org/Ok0kPC4Z/black#60
2933,04ovF,8/p5k1/1p6/1Rb3P1/2P5/1P4K1/b6P/8 w - - 3 44,h2h4 a7a6 b5c5 b6c5,1496,74,94,4974,crushing endgame master short trappedPiece,https://lichess.org/uWmaKqAi#87
2934,04oyE,r1r3k1/5pbp/1np1q1p1/1p2p3/8/2B3P1/P2Q1PBP/R2R2K1 b - - 3 31,e5e4 c3g7 g8g7 d2d4 e6f6 d4b6,1306,76,94,3748,advantage attraction fork long master middlegame,https://lichess.org/cwJF5GRN/black#62
2935,04p5R,2r5/1k4q1/2pRp3/ppQ1Pp1p/8/2P1P3/PP3PrP/3R2K1 w - - 0 30,g1f1 g2g1 f1e2 g7g4 f2f3 g4g2 e2d3 g1d1,1500,500,82,2,deflection endgame mate mateIn4 veryLong,https://lichess.org/9vFqJ15K#59
2936,04p6y,2r2qk1/pr5p/4p1pP/3bNpQ1/2pP4/2P3R1/P4PP1/2R3K1 w - - 1 32,e5g6 h7g6 g5g6 g8h8,1368,77,71,108,advantage defensiveMove middlegame short,https://lichess.org/NqVoZiSQ#63
2937,04p9H,r1bq4/pp1pk1bN/8/5p2/5P2/2PB4/PP4P1/2KRR3 b - - 1 24,e7f7 d3c4 f7g6 d1d6,2254,77,80,210,crushing master middlegame short,https://lichess.org/RDzKiMPC/black#48
2938,04pAT,k2r2Q1/pp3R2/4p2p/n2pP2P/2pPn2N/Pq2B1P1/6NK/5R2 b - - 0 33,d8g8 f7f8 g8f8 f1f8,1134,95,78,69,backRankMate master mate mateIn2 middlegame short,https://lichess.org/aizjoghG/black#66
2939,04pMN,2k4r/R1p3bp/2P3p1/5p2/P7/5P2/3r1P1P/2R2K2 b - - 0 26,c8d8 c1e1 d2f2 f1g1 f2e2 a7a8 d8e7 e1e2,2492,77,91,169,crushing endgame quietMove veryLong,https://lichess.org/2qZPboxr/black#52
2940,04pNd,8/5ppk/p4q1p/1p3r2/2P1Q3/P2P1P2/1P4P1/4R1K1 b - - 0 38,b5c4 g2g4 g7g6 g4f5,1503,74,92,2534,crushing endgame short,https://lichess.org/Ms2BFr7M/black#76
2941,04pTv,r4k2/p3q3/2p1ppQ1/1p1n2p1/3P4/2P1B3/PP3P1r/1K2R2R b - - 3 22,e7g7 g6g7 f8g7 h1h2,1500,500,100,0,crushing master middlegame short,https://lichess.org/ym7Jk4Tj/black#44
2942,04poq,3k3r/1pq3pp/p4p2/2bQp3/2P5/8/PBP2PPP/4R1K1 b - - 1 20,d8e7 b2e5 f6e5 e1e5,1601,77,94,9708,crushing endgame short,https://lichess.org/ooQUwRZI/black#40
2943,04ppJ,6k1/1r2b1pp/4p3/pq2p2P/4P1P1/2pRB3/PP2QP2/6K1 w - - 1 27,b2b3 b7d7 d3d7 b5e2,1796,75,92,1457,advantage endgame short,https://lichess.org/LVurnURS#53
2944,04pxp,2r3k1/pp2Qppp/8/3p4/2rP4/6PP/PP6/K1qR2R1 w - - 5 25,d1c1 c4c1 g1c1 c8c1,600,112,53,133,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/CzUSyaf3#49
2945,04pyu,r3r1k1/ppp3pp/8/3qBRpQ/3P4/8/P1P3PP/R5K1 w - - 0 17,h5g5 e8e5 d4e5 d5d4 f5f2 d4a1,1404,368,100,3,equality fork long middlegame sacrifice,https://lichess.org/opDqf4NU#33
2946,04q4A,8/2pr4/3kp3/3q4/5Qp1/5RP1/6P1/7K b - - 1 43,e6e5 f4b4 d6e6 b4g4,2418,93,87,297,advantage endgame short,https://lichess.org/ePS4A72e/black#86
2947,04q9k,rnb2rk1/pp6/4p2p/3p4/3P4/PPqB2QP/5PP1/R4RK1 b - - 1 22,g8f7 d3g6 f7g7 g3c3,1866,76,91,1469,crushing discoveredAttack middlegame short,https://lichess.org/SHMtH4XI/black#44
2948,04qGt,5rk1/6pp/3R4/p7/1p5q/1P1Q4/2B3PP/R3r2K w - - 1 34,a1e1 h4e1 d3f1 f8f1,804,84,96,1581,backRankMate endgame mate mateIn2 short,https://lichess.org/OBpw0Jyt#67
2949,04qHl,r1b1q1k1/ppp5/3p4/3P2N1/1PP1B1p1/6P1/P5P1/Q5K1 b - - 0 23,e8e7 e4h7 e7h7 g5h7,754,81,99,1722,crushing endgame short,https://lichess.org/qajz0lHx/black#46
2950,04qMg,8/2Q5/7p/5P2/2q5/2kp3P/6PK/8 w - - 3 58,c7a5 c3c2 f5f6 c4f4,2582,102,89,223,advantage defensiveMove endgame queenEndgame short,https://lichess.org/DSbb6Tuf#115
2951,04qWI,5k2/5Rb1/6P1/5p2/4r3/1Pp5/P1P2q2/2KR4 b - - 8 41,f8g8 d1d8 e4e8 d8e8 g7f8 e8f8,985,74,94,692,endgame exposedKing long mate mateIn3,https://lichess.org/oLXs9hCZ/black#82
2952,04qZR,8/p4q1k/1p1b4/1P3rpp/3P4/6P1/1B2Q2P/4R1K1 w - - 2 30,e2e6 f5f1 e1f1 f7e6,1075,77,96,3992,crushing deflection endgame short,https://lichess.org/TqWNErou#59
2953,04qg5,7r/2k1r2p/pnpq1p2/6p1/3P4/5N2/PPQ2PPP/2RR2K1 w - - 2 22,f3e5 f6e5 d4e5 d6g6 c2g6 h7g6,2243,287,100,6,equality long middlegame,https://lichess.org/cOsnLUr2#43
2954,04qhU,7r/3q1k2/Q1R3p1/P2p4/2nPpPp1/6Pr/5K2/R4N2 b - - 0 35,h3h2 f1h2 h8h2 f2g1,851,76,97,788,crushing middlegame short,https://lichess.org/TuLu71RB/black#70
2955,04qhz,1k6/pp6/3p3p/4p1p1/4n3/3qP3/P3NKPP/4Q2R w - - 2 38,f2g1 d3e3 g1f1 e4d2 e1d2 e3d2,1139,75,100,363,crushing endgame long,https://lichess.org/Nih5yigS#75
2956,04qpj,8/R3n1pk/5p1p/3rp3/4N3/2P5/5PKP/8 b - - 3 38,e7f5 e4f6 h7g6 f6d5,1015,80,82,197,crushing endgame pin short,https://lichess.org/nneUX7Vl/black#76
2957,04qqj,4r2k/2p4q/pp5Q/6p1/2P2p2/PP2p2P/5PP1/4R1K1 w - - 1 34,h6g5 e3f2 g1f2 h7c2 f2g1 e8e1,1331,75,91,1673,advancedPawn attraction crushing deflection endgame long,https://lichess.org/dfztbFXE#67
2958,04qw9,5rk1/8/2b1p1p1/n6p/1Qp5/1P4PP/P4qB1/2R1R2K w - - 2 31,e1g1 f2g3 b4f8 g8f8,1976,75,94,3471,crushing master middlegame short,https://lichess.org/6ySiW0Zw#61
2959,04r2j,r2q1kQ1/1p5B/p1nppp2/8/8/5N2/PP3PPP/6K1 b - - 3 20,f8e7 g8g7 e7e8 h7g6,1391,76,86,190,endgame mate mateIn2 short,https://lichess.org/q6X73T4b/black#40
2960,04r6f,6k1/p6p/2QP2p1/1p3p2/2p1r3/q6P/6P1/6RK b - - 0 37,e4d4 c6e8 g8g7 e8e5,2046,75,90,397,crushing endgame short,https://lichess.org/HiroeRL8/black#74
2961,04rOq,8/6pp/2Rbkp2/8/4pP2/4r2P/3N2P1/6K1 b - - 1 33,e6d5 c6d6 d5d6 d2c4 d6e6 c4e3,1255,74,95,2486,attraction crushing endgame fork long sacrifice,https://lichess.org/oduYN179/black#66
2962,04rV2,1r3rk1/ppp2p2/6p1/3p1b1p/7Q/2qB1P2/P1P2P1P/1R4RK w - - 2 20,d3f5 c3f3 g1g2 f3f5,951,77,92,901,crushing fork middlegame short,https://lichess.org/lOjE5xJp#39
2963,04rVT,R4br1/P2bkp2/2p2p1p/3np3/4Q1P1/7P/3PKP2/2q2B1R b - - 1 26,d5f4 e2f3 d7g4 h3g4 c1d1 f3e3,1611,500,100,0,defensiveMove equality long middlegame,https://lichess.org/JcG9moPM/black#52
2964,04rVo,2r3k1/1R3p1p/p2rp1p1/8/3P1P2/2q5/2N2QPP/5R1K w - - 1 27,f1d1 c3c2 f2c2 c8c2,856,96,93,1044,advantage middlegame short,https://lichess.org/jXv1NCYJ#53
2965,04rav,1kn5/7R/r4p2/1p6/3BK3/5P2/6PP/8 w - - 0 40,h7f7 c8d6 e4d5 d6f7,858,93,93,372,advantage endgame fork short,https://lichess.org/N6rjpToG#79
2966,04rhy,6k1/1b3pbp/1q2p1p1/4P3/1p1Pp3/4B3/PPQN2PP/7K b - - 1 26,g7e5 d2c4 b6b5 d4e5 b7d5 b2b3,2230,76,88,456,crushing defensiveMove endgame fork intermezzo long,https://lichess.org/IHfzpcxQ/black#52
2967,04ri9,6k1/p3B3/2b2bPQ/q1P5/4p3/P2r4/8/5R1K b - - 0 39,e4e3 h1g1 e3e2 h6h7,1478,93,100,74,defensiveMove mate mateIn2 middlegame short,https://lichess.org/l3PLeY67/black#78
2968,04rno,r2q1rk1/1b1nppbp/p2p1np1/1p6/P1pPBB2/2P1PN1P/1PQN1PP1/R4RK1 b - - 1 13,b7e4 d2e4 f6e4 c2e4,1576,322,100,3,equality middlegame short,https://lichess.org/mDB1uDZH/black#26
2969,04rwT,r2r3k/1p3p1p/p2p4/2p1b2q/2P1Ppb1/2P2N2/PPQB1RP1/5RK1 w - - 2 27,f3e5 d6e5 d2f4 e5f4,1604,84,37,28,advantage middlegame short,https://lichess.org/Sl3l7K5J#53
2970,04s17,b4r1k/6p1/p2P2Bp/qp2b3/8/1Q1P4/P4PPP/2B2RK1 w - - 1 29,c1a3 f8f2 b3c2 f2g2,2711,103,90,172,advantage kingsideAttack middlegame short,https://lichess.org/ULwUOTTe#57
2971,04sEF,r3qrk1/3R1pp1/2p4p/2P1p2Q/3nP3/6PB/5PKP/3R4 b - - 1 32,a8d8 d7d8 e8d8 h5e5,1590,75,79,755,crushing middlegame short,https://lichess.org/8RVoO5lW/black#64
2972,04sEr,r3kb1r/p2b2p1/2p1pp2/q3P1N1/Pn1PB2p/1Q5P/1P2NPP1/R4RK1 w kq - 0 20,e5f6 a5g5 f6g7 g5g7,1888,74,96,4635,advantage hangingPiece middlegame short,https://lichess.org/BvoVH1oz#39
2973,04sHv,r3r3/3kp2p/p1p1R1p1/3p4/N2b4/6P1/PP3PP1/4R1K1 b - - 4 22,d4f6 a4b6 d7c7 b6a8,1633,75,92,811,advantage endgame fork short,https://lichess.org/HpUhWXhY/black#44
2974,04sKi,1rb2rk1/p1qnb1pp/8/1pp1NP2/8/1P1P2QP/PB1N2B1/2R3K1 b - - 0 25,f8f5 g2d5 g8f8 e5g6 h7g6 g3c7,2101,81,77,49,advantage discoveredAttack long middlegame,https://lichess.org/37wEF56A/black#50
2975,04sT5,r2kr3/pp1n4/3Q1p1p/3Pn3/2Pq2pP/1B2RpP1/PP6/4RK2 b - - 0 30,e5c4 e3e8,1373,186,100,30,mate mateIn1 middlegame oneMove,https://lichess.org/cafqDkVy/black#60
2976,04sTW,q4k1r/5p1p/4p3/3n2QP/1p6/1N3P2/1rP3P1/1K1RR3 w - - 0 29,b1b2 a8a3 b2b1 d5c3,1178,139,82,9,mate mateIn2 middlegame short,https://lichess.org/1vLE6hMQ#57
2977,04sgC,6k1/3R4/3p4/3P1ppp/1P6/4PpP1/6r1/5K2 b - - 3 40,g2g3 b4b5 g3h3 b5b6,1774,99,56,21,advantage endgame quietMove rookEndgame short,https://lichess.org/PvhAwirb/black#80
2978,04srM,4n3/5Qpk/4p2p/3b4/P7/1q5P/6P1/5R1K w - - 1 37,f7e8 b3h3 h1g1 h3g2,1396,100,100,73,endgame mate mateIn2 pin short,https://lichess.org/xaB75wr4#73
2979,04t12,r2q1k1r/p2b1p2/1pn1pN2/3pPnQ1/3P1P2/2PB1R1P/P4K2/1R6 b - - 0 23,b6b5 d3f5 e6f5 f3g3,2010,90,69,33,crushing defensiveMove middlegame short,https://lichess.org/Igoq1Be5/black#46
2980,04t1e,8/5pk1/3p2p1/1p6/5P2/5Kp1/p7/6R1 w - - 0 40,f3g3 b5b4 g1a1 b4b3,1341,76,87,206,crushing endgame quietMove rookEndgame short,https://lichess.org/gndqDVU1#79
2981,04t2d,6k1/5ppp/r2q1n2/4R3/5Q2/2r5/P5PP/5R1K b - - 3 26,c3c5 e5e8 d6f8 e8f8,2112,77,67,59,crushing middlegame short,https://lichess.org/ELdidTxJ/black#52
2982,04t4Q,3r2r1/1b2nk2/p4p1p/1p1P4/1P5P/P4BP1/2PR1P2/3R2K1 b - - 0 29,e7d5 f3d5 d8d5 d2d5 b7d5 d1d5,830,75,100,1097,crushing long middlegame,https://lichess.org/YNS6p03w/black#58
2983,04t9W,3qrrk1/1B1n1p1p/pn1P2p1/2p1b3/8/2N1B2P/PPQ3P1/R4RK1 w - - 0 22,b7a6 e5c3 c2c3 b6d5 c3d2 d5e3,1810,74,96,2213,advantage long middlegame,https://lichess.org/n9Maf13D#43
2984,04tHV,2kr3r/1b3Rpp/pp2p3/2b5/N1p1P3/8/PP4PP/R1B4K w - - 1 22,a4c5 d8d1 f7f1 d1f1,607,99,87,649,backRankMate mate mateIn2 middlegame short,https://lichess.org/QXUrH2vT#43
2985,04tI7,1k4r1/1pp5/p1p1Q3/8/6p1/q1bP4/2PB1PP1/3KR3 b - - 0 30,c3d2 e6g8 b8a7 d1d2,1486,74,92,1542,crushing endgame hangingPiece intermezzo short,https://lichess.org/yMVLdzoo/black#60
2986,04tM3,rqr3k1/3n1ppp/N7/2R1Q3/3P4/P7/1P3PPP/4R1K1 b - - 8 27,b8e5 c5c8 a8c8 d4e5,1751,75,85,119,advantage intermezzo middlegame short,https://lichess.org/R5Wzo2Iw/black#54
2987,04tOW,5Rr1/2kr4/4R1p1/1p3pB1/p7/8/5PPP/6K1 w - - 7 38,f8g8 d7d1 e6e1 d1e1,600,109,79,132,backRankMate endgame mate mateIn2 short,https://lichess.org/AXmRCxaA#75
2988,04tY2,6k1/8/5B2/2p5/2r3P1/7P/p1b2K2/2R5 w - - 0 38,g4g5 c4f4 f2e3 f4f6 g5f6 c2b1,2026,74,91,1011,crushing defensiveMove endgame long sacrifice,https://lichess.org/MjshIZST#75
2989,04tft,2k4r/p5p1/Pp1P2q1/4npr1/5R1P/1QP1p1P1/1P6/R4K2 w - - 0 32,h4g5 g6d6 f4d4 h8h1 f1e2 h1h2 e2d1 e3e2,2682,96,88,28,advancedPawn advantage endgame exposedKing veryLong,https://lichess.org/GciQzGyE#63
2990,04tiz,5bk1/5p1p/bq4pn/1prPp1N1/4P3/1Q1B1P2/PP2N1PP/5R1K w - - 0 24,f1c1 c5c1 e2c1 b6e3 c1e2 e3g5,1742,77,77,80,advantage clearance fork long middlegame,https://lichess.org/afPvXFlU#47
2991,04tpr,7r/7k/p7/1p1NPb2/1P3p1K/P4P2/1P6/R4R2 w - - 1 41,d5f6 h7g6 f6h7 h8h7,1452,82,75,77,discoveredAttack endgame mate mateIn2 short,https://lichess.org/bqzlfafX#81
2992,04tqd,r4r1k/6b1/b2p2Q1/p2RP2p/1p6/PB2qP2/1PP3PP/1K5R b - - 2 25,d6e5 d5d6 e3h6 g6h6 g7h6 d6h6,2614,81,94,762,crushing exposedKing kingsideAttack long middlegame,https://lichess.org/9ifRTMqZ/black#50
2993,04tvr,6k1/6pb/2q1R2p/p1Np4/2pP2P1/P6P/1rP5/3Q2K1 b - - 0 29,c6c7 e6e8 g8f7 e8f8 f7f8 c5e6 f8g8 e6c7,2046,75,83,223,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/xyefvlf8/black#58
2994,04txB,1nk2r2/1bp1qp2/p3p1B1/1pPpP2p/3P1N2/nPR3P1/4QP2/R5K1 b - - 0 27,f7g6 f4g6 e7e8 g6f8,992,84,94,391,crushing fork master middlegame short,https://lichess.org/ScJPLJ3h/black#54
2995,04u3m,2kr1b1Q/p7/1p5p/3p1pp1/P3q3/2p1PNPP/P1P3P1/2KR1B1R w - - 0 22,c1b1 e4b4 b1a1 b4b2,1262,76,88,191,mate mateIn2 middlegame queensideAttack short,https://lichess.org/FWR43EQV#43
2996,04uMY,4r3/pp2Pp1k/2qb2pp/2N5/3Q4/1P4P1/P4P1P/4R1K1 w - - 1 38,c5e6 f7e6 e1e6 e8e7 e6e7 d6e7,2100,78,80,53,advantage endgame long,https://lichess.org/0qx8yoGA#75
2997,04uPq,8/5kp1/7p/8/5PKP/r5P1/5R2/8 w - - 3 40,f2f3 h6h5 g4g5 a3f3,1362,77,93,52,crushing deflection endgame rookEndgame short,https://lichess.org/GWtsy369#79
2998,04uTD,r4rk1/pp4pp/2n2q2/5N2/8/8/PPQ2PPP/R4RK1 w - - 1 19,a1d1 f6f5 c2f5 f8f5,1456,283,100,2,crushing middlegame short,https://lichess.org/mYPVJIJ1#37
2999,04uZm,4r1k1/6b1/p1Q3N1/1p3p1p/2p3nP/P7/5PP1/3Rq1K1 w - - 1 36,d1e1 e8e1,611,86,79,182,endgame mate mateIn1 oneMove,https://lichess.org/vlK38Zrs#71
3000,04uwm,2k2r2/1pp4Q/p1nrp3/3pNn2/3P4/8/4q1PP/2R2RK1 b - - 4 26,c6e5 h7c7,1198,118,100,55,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/L9EpuxGc/black#52
3001,04uxm,2k5/5p2/Q1P2p2/4p3/7p/P6P/6PK/3r1r2 b - - 4 37,c8c7 a6b7 c7d6 b7d7 d6c5 d7d1 f1d1 c6c7 d1d6 c7c8q,1866,75,94,8409,advancedPawn crushing endgame exposedKing promotion queenRookEndgame sacrifice veryLong,https://lichess.org/HzZ5XjzK/black#74
3002,04vB5,5r1k/ppp3p1/1bn3Qp/8/1q2B3/2NP2PP/PPP4K/5R2 b - - 6 20,f8f1 g6h7,1754,171,100,37,mate mateIn1 middlegame oneMove,https://lichess.org/FNBTSrfZ/black#40
3003,04vDW,3r2k1/p3qpb1/1pp3pp/8/P1P1N1P1/1P3Q1P/4R1K1/8 b - - 0 31,d8e8 e4f6 g7f6 e2e7,920,85,95,315,advantage discoveredAttack endgame fork master short,https://lichess.org/v2tTGENO/black#62
3004,04vF7,3r1r1k/pp2q2p/5pP1/4p2Q/P1B1P3/1p1P4/1P5K/6R1 b - - 1 27,f6f5 g6g7 e7g7 g1g7,1348,75,94,11948,advancedPawn crushing endgame fork short,https://lichess.org/GWlYOHrd/black#54
3005,04vNC,8/8/8/8/P1p2K2/2Q5/1r1r4/2k5 b - - 3 52,d2c2 c3e1,1113,91,67,33,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/uNSgPuR4/black#104
3006,04vhH,r3R1kr/pp1Q2pp/8/6q1/5N2/P7/1PP2PPP/6K1 b - - 1 29,a8e8 d7e8,1023,155,100,40,endgame mate mateIn1 oneMove,https://lichess.org/qruz3dEL/black#58
3007,04vmj,4k3/5p2/1q4pp/8/P1Q5/5KPP/8/8 b - - 2 49,b6b7 c4e4 b7e4 f3e4,1093,82,87,164,crushing endgame queenEndgame short,https://lichess.org/Tf1KQ4XK/black#98
3008,04vs1,1k1r4/p7/1ppq3p/4pb2/PR2Q1P1/2P2P2/1P6/2KB4 w - - 0 35,g4f5 d6d1,633,93,67,102,endgame mate mateIn1 oneMove,https://lichess.org/WEVVv6hZ#69
3009,04vvO,5rk1/Q2Rq1pp/p2p4/3Pp3/1P6/P5N1/1B3rK1/7R w - - 1 32,a7f2 f8f2 g2f2 e7d7,1163,77,93,539,advantage middlegame short,https://lichess.org/bFUaxPzu#63
3010,04vvt,8/8/2p1RN2/4P1k1/3PK1P1/r7/4b3/8 w - - 7 52,e6c6 e2f3,1267,75,92,2190,endgame mate mateIn1 oneMove,https://lichess.org/ruRWhuFP#103
3011,04vxC,r6k/1bq4p/p4NpQ/5p2/3pp3/1P5R/5PPP/6K1 b - - 3 33,e4e3 h6h7 c7h7 h3h7,1030,124,75,89,arabianMate endgame mate mateIn2 short,https://lichess.org/aYm8cdu3/black#66
3012,04w30,8/1n3k2/1p3p2/1Pp1pP2/2PpP3/r2P4/r1BK4/1R4R1 w - - 2 36,g1h1 a3c3 b1c1 b7a5,1877,180,100,8,crushing endgame short,https://lichess.org/1CDpzyj2#71
3013,04w3U,8/1p6/p2BpK2/2P2bPk/1P6/8/8/8 b - - 1 52,f5g4 g5g6 g4f5 g6g7,1015,86,68,51,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/tOWTre5t/black#104
3014,04wA9,8/1b4p1/5p1p/k1p2P2/2P1B1PP/4K3/8/8 b - - 1 57,b7e4 e3e4 a5a4 e4d5,1500,500,100,6,crushing endgame short,https://lichess.org/NrnRV23F/black#114
3015,04wM4,r4rk1/1p3ppp/p1nq1b2/3p3b/1P3B2/P2P1NPP/B5P1/2RQ1RK1 b - - 4 20,f6e5 c1c6 d6c6 f4e5,2103,76,82,123,advantage capturingDefender deflection middlegame short,https://lichess.org/YgHM6pOH/black#40
3016,04wVs,2r1b1k1/1pr3p1/p3p1B1/3pPpQ1/3q4/N6P/5PP1/R1R3K1 w - - 0 27,c1c7 d4a1 a3b1 c8c7,2224,106,79,22,crushing fork hangingPiece intermezzo middlegame pin short,https://lichess.org/ZlZGGJSB#53
3017,04wY8,1r2r3/3qP1pQ/5kBp/p7/3b1P1P/1p4P1/1P2R3/5R1K w - - 5 38,g6e8 d7h3 e2h2 h3f1,1372,102,77,65,fork mate mateIn2 middlegame short,https://lichess.org/p4xObJ6C#75
3018,04wme,2k5/1p1n1p1r/p3n1p1/3Rb1P1/4P3/1Pq1B2P/P1PQ2B1/2K5 w - - 6 29,d5d7 c3a1,1243,76,89,416,master mate mateIn1 middlegame oneMove,https://lichess.org/K2uJjjc9#57
