,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
3019,04woM,4r1k1/pp2rp1p/6p1/q3B3/2Bn4/P3Q2P/1P4P1/1R1R2K1 b - - 0 24,e7e5 e3d4 e5e4 d4d5 e4e1 d1e1 e8e1 b1e1,2179,77,85,867,advantage hangingPiece middlegame veryLong,https://lichess.org/IgedQIA1/black#48
3020,04wro,1r4k1/1q1b3p/2pPp1pP/3nPp2/Q4P2/1P4P1/5BB1/2R3K1 w - - 5 42,c1b1 d5c3 a4a1 c3b1,1270,77,97,4630,advantage fork middlegame short,https://lichess.org/Tal1TVKk#83
3021,04wu6,3r2k1/p6r/3pq1p1/4ppQ1/3p4/1P4P1/P4P1P/2RR2K1 b - - 2 30,d8c8 c1c8 e6c8 g5g6 h7g7 g6d6,1411,75,96,2618,advantage endgame exposedKing long,https://lichess.org/2W08hGln/black#60
3022,04wzA,8/8/5kpp/5p2/3n1K1P/6N1/5PP1/8 w - - 2 52,f2f3 d4e6 f4e3 f5f4 e3f2 f4g3,2051,88,86,25,crushing endgame fork knightEndgame long,https://lichess.org/F6MIrW4H#103
3023,04xL3,1k3r2/1pp4p/p1n1Q3/8/8/P2p2qB/1PP1RNP1/6K1 w - - 0 29,e6e3 d3e2 e3g3 e2e1q,1907,75,87,431,advancedPawn crushing middlegame promotion short,https://lichess.org/QKMMPr3X#57
3024,04xS4,r7/ppp2k2/2b5/2b1P3/5PP1/2P5/PP4P1/R1B2R1K w - - 0 28,f4f5 a8h8 c1h6 h8h6,1133,87,92,327,endgame mate mateIn2 short,https://lichess.org/JN4J9ZDa#55
3025,04xaf,2r3k1/4q1r1/3R1Q1R/p2Pp3/1Np5/2Pn4/PP6/K7 w - - 1 40,f6e7 g7g1,911,81,100,142,mate mateIn1 middlegame oneMove,https://lichess.org/ELJX9Q56#79
3026,04xgd,1k6/1pq5/7R/4p2p/2P1P1r1/2P1K3/2Q5/8 b - - 2 42,h5h4 h6h8 c7c8 h8c8,729,91,79,227,crushing endgame short,https://lichess.org/wJaP0EcX/black#84
3027,04xhV,r3r1k1/1b3pp1/pp3q1p/2pPnB2/2P1Q3/6BP/PP3PP1/R3R1K1 b - - 1 22,e5c4 e4e8 a8e8 e1e8,1484,77,84,208,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/q2Z9yAPu/black#44
3028,04xlw,3r2k1/bp1r1ppp/p2q4/8/4Q3/P6P/1P3PP1/3RRBK1 b - - 2 23,d6d1 e4e8 d8e8 e1e8,1288,76,90,261,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/yoXEvFw9/black#46
3029,04xnh,8/p6p/1p4p1/1P1p1kP1/P2K1P1P/8/8/8 b - - 6 44,f5f4 d4d5 f4g3 d5c6 g3h4 c6b7 h4g5 b7a7 h7h5 a4a5 h5h4 a5b6 h4h3 b6b7 h3h2 b7b8q,2144,79,89,594,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/7RguljCX/black#88
3030,04xsC,3Q4/kp6/p1pP3q/8/4p1p1/4P1P1/3K1n2/2R5 b - - 1 61,f2d3 c1b1 d3c5 d8b6,2367,77,91,2254,crushing endgame short,https://lichess.org/GPuAnmKc/black#122
3031,04xyZ,4rr2/1pqkp2R/p2p2p1/6Q1/4P3/5P2/PPP5/2K4R b - - 0 26,f8f3 g5g4 d7d8 g4f3,1314,269,100,9,crushing endgame fork short,https://lichess.org/4Te4EY2x/black#52
3032,04y3x,1r2n3/2R1k3/4p2p/3pNpp1/3P4/4PP1P/r5P1/2R2K2 b - - 0 35,e7f8 e5d7 f8g8 d7b8 e8c7 c1c7,1942,76,92,922,advantage endgame fork long,https://lichess.org/Py0cvwfu/black#70
3033,04yLX,6k1/5pp1/5q1p/2p2P2/1p1r4/1P3Q1P/2P1RKP1/8 b - - 2 34,d4d1 e2e8 g8h7 f3d1,1323,76,100,99,crushing discoveredAttack endgame master short,https://lichess.org/lX0tP0zc/black#68
3034,04yM8,8/1br3pp/1npN1k2/1p1p4/r6P/6P1/4PPB1/2RR2K1 b - - 2 27,b6c4 d6e8 f6e7 e8c7,1083,84,89,111,crushing fork middlegame short,https://lichess.org/ebfjFp4J/black#54
3035,04yNk,r1r5/1p1bppkp/p2p1bp1/3P4/1P6/PN2PBP1/2R2P1P/2R3K1 w - - 5 21,g1g2 c8c2 c1c2 d7a4 c2c7 a4b3,1569,75,81,121,crushing long master middlegame,https://lichess.org/C5DZFFeN#41
3036,04yeU,2r2r1k/5p1P/3p1ppQ/p7/8/5NP1/1q3PK1/7R b - - 1 34,c8c2 h6f8,875,79,65,101,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ghbp68zq/black#68
3037,04yi1,R7/7k/5K2/4P3/6r1/7p/8/8 w - - 0 51,a8a3 g4g6 f6f7 h3h2 a3h3 g6h6 h3h2 h6h2 e5e6 h2f2,2635,80,95,2028,advancedPawn crushing endgame master rookEndgame veryLong,https://lichess.org/PtwbtSfd#101
3038,04zCK,r5k1/6r1/8/3b1p1p/PB1p2pP/P1p5/2q2QP1/3RR1K1 b - - 3 36,c2b3 f2d4 d5e4 b4c3,1500,500,100,2,crushing middlegame short,https://lichess.org/xVWZdEBn/black#72
3039,04zFq,2r2q1k/pp4pp/2p1Q3/3P2B1/3P4/5N2/P4PPP/4b1K1 w - - 0 21,f3e1 c8e8 e1d3 e8e6,1681,179,100,7,crushing endgame short,https://lichess.org/SfJyGxSr#41
3040,04zUd,4r1k1/r2q2p1/2p2pQp/p2p1N2/8/P6P/1PP3P1/5RK1 b - - 1 24,d7f7 f5h6 g8f8 h6f7,1561,133,88,10,crushing endgame pin short,https://lichess.org/Vwq5CRMh/black#48
3041,04zcK,6k1/5p2/4p1p1/2b1Q2p/2P2P2/1P5P/4R1P1/1q5K w - - 8 40,h1h2 c5g1 h2g3 b1d3,2278,78,83,108,advantage endgame short,https://lichess.org/egbrYig1#79
3042,04zd4,2R5/p4krp/2p5/2P2p2/1P6/P6K/8/8 b - - 4 41,f5f4 c8c7 f7f6 c7g7,1293,77,93,7365,crushing endgame rookEndgame short,https://lichess.org/eRoVOaAA/black#82
3043,04zsH,8/1r2k3/R3p1p1/K1n5/2P1P1P1/5P2/8/5R2 b - - 2 36,c5a6 a5a6 b7b4 c4c5 e7d7 f1d1 d7c6 d1d6 c6c5 d6e6,2179,192,100,6,crushing endgame quietMove veryLong,https://lichess.org/NRTGMryk/black#72
3044,04zwl,3k4/R7/3K4/4Pp2/8/pr1p4/8/8 b - - 2 54,d3d2 a7a8 b3b8 a8b8,1191,267,67,9,endgame mate mateIn2 rookEndgame short,https://lichess.org/G3BPUl54/black#108
3045,04zwt,r4rk1/p1p3qp/1pnp2p1/3N4/2P1PRB1/7Q/Pb4PP/5R1K w - - 0 26,d5c7 g7c7 g4e6 g8g7,1958,110,100,26,crushing defensiveMove hangingPiece middlegame short,https://lichess.org/XrTqGPDZ#51
3046,0505B,3N4/1R2ppkp/6p1/6P1/4p1n1/4P1P1/r4P2/6K1 b - - 2 32,a2f2 b7e7 g7f8 e7e4,1797,167,100,27,endgame equality short,https://lichess.org/wkzwYumW/black#64
3047,050MV,8/6pk/R6p/P7/6P1/r5K1/8/8 w - - 3 34,g3h4 g7g5 h4h5 a3h3,910,90,96,538,endgame mate mateIn2 rookEndgame short,https://lichess.org/NMNi4LAb#67
3048,050OP,6r1/8/3k1p2/5N1p/1PP2p2/3K4/6PP/8 b - - 4 46,d6c6 f5e7 c6d7 e7g8,1019,180,100,18,crushing endgame fork short,https://lichess.org/isusFnRW/black#92
3049,050bz,8/3k1p1p/3P2p1/8/2N2BP1/2P2PK1/r7/7b b - - 0 40,a2c2 c4b6 d7c6 d6d7,1381,77,100,2039,advancedPawn crushing endgame short,https://lichess.org/j6F1um1m/black#80
3050,050ge,2r5/4R3/6k1/1p3Qp1/1P4P1/5NKP/6P1/6qr b - - 0 38,g6h6 f5g5,769,79,94,445,endgame mate mateIn1 oneMove,https://lichess.org/s7jPT9OZ/black#76
3051,050iD,6k1/p1B4p/4pPp1/2p5/8/8/Pr3PPP/4R1K1 w - - 0 31,e1e6 b2b1 e6e1 b1e1,648,99,62,225,backRankMate endgame mate mateIn2 short,https://lichess.org/nSTTaDmD#61
3052,050lP,2r3k1/5ppp/8/2R3P1/1p6/1P2QP2/1KP3q1/8 b - - 4 30,c8c5 e3e8,1277,78,75,123,endgame mate mateIn1 oneMove,https://lichess.org/ALIa4MBU/black#60
3053,050m4,r4rk1/p2b2bp/3Qpnp1/qN4N1/3B4/8/PPP3PP/4RRK1 b - - 2 22,d7b5 d6e6 g8h8 f1f6 f8f6 d4f6 a5b6 e6b6,2319,79,85,112,advantage kingsideAttack middlegame veryLong,https://lichess.org/dNuuTBGl/black#44
3054,050re,6k1/5pp1/R3p2p/4N3/4PK2/P4P2/2n3rP/8 w - - 2 34,a3a4 g7g5,1078,78,95,453,endgame mate mateIn1 oneMove,https://lichess.org/IJbGbolN#67
3055,050vQ,1r3rk1/1p3pp1/p2bpnNp/2p1p3/q3P1P1/3PB2P/B3QK2/RR6 b - - 5 22,f7g6 a2e6 g8h7 a1a4,1223,78,83,464,crushing discoveredAttack middlegame short,https://lichess.org/09S2VSa8/black#44
3056,050zk,3k4/pp6/8/2p1pB2/5n2/P1PP4/1r5P/4R2K w - - 0 37,e1e5 b2b1 e5e1 b1e1,863,79,94,91,endgame mate mateIn2 short,https://lichess.org/xMy9gJDM#73
3057,0513i,8/5k1p/6pP/5PQ1/4p3/3r4/r7/4K3 b - - 2 49,d3h3 f5g6 h7g6 g5d5 f7f6 d5d8,2388,92,44,46,crushing endgame fork long queenRookEndgame,https://lichess.org/Hgoj5tSk/black#98
3058,05160,r2kb1R1/pp2q3/2p5/2P2Q2/3P4/2N5/PP6/1K6 w - - 4 35,f5e5 e7h7 c3e4 h7g8,1207,80,60,85,advantage endgame fork short,https://lichess.org/XYGhqWKM#69
3059,051GY,3r2k1/p3qppp/2P5/1N3P2/6Q1/1B6/PPP3PP/2K1b3 w - - 1 23,f5f6 e1d2 c1b1 e7e1 g4d1 e1d1,1837,76,88,123,endgame long mate mateIn3 queensideAttack,https://lichess.org/BRnsMXsQ#45
3060,051He,8/6k1/2b5/6P1/2N4P/3r4/P4P1K/8 b - - 7 54,g7g6 c4e5 g6h5 e5d3,824,78,100,145,crushing endgame fork short,https://lichess.org/ZDJMtAjQ/black#108
3061,051KC,6k1/p4p2/1p5p/3BB1p1/3n4/8/Prp3PP/4RK2 w - - 0 33,e1c1 b2b1 e5d4 b1c1,1020,84,92,1131,crushing endgame short,https://lichess.org/T8mSGQ2c#65
3062,051Ol,2kq3r/2p2ppp/1nQbpn2/1P6/3P1P2/4B3/6PP/R4RK1 b - - 5 23,d8d7 a1a8 b6a8 c6a8,1296,111,100,72,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/T4bs9Vpt/black#46
3063,051YJ,7k/pp2q1p1/1n2p1Bp/1b3pN1/1n1P3P/8/PP1K1PP1/1Q5R b - - 0 24,h6g5 h4g5 h8g8 h1h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1632,74,96,10106,attraction discoveredAttack kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/BLp2HacV/black#48
3064,051cZ,8/8/1P4p1/2Pk2Pp/4p2P/1N5r/2K5/8 b - - 0 52,d5c6 b3a5 c6d7 c5c6 d7d6 c6c7,2245,76,84,61,advancedPawn crushing endgame exposedKing long master,https://lichess.org/z1IPetgF/black#104
3065,051fG,3rr1k1/p2n1pp1/1p3bbp/2p5/2B2P2/2N3B1/PPP2QPP/5RK1 w - - 1 21,c3d5 f6d4,1488,500,100,3,equality middlegame oneMove pin,https://lichess.org/eSSPxnSa#41
3066,051oO,4r1k1/pp2rpp1/3P2bb/2p5/2P4Q/1Pq5/P5PP/3R1R1K b - - 0 30,e7e1 f1e1 e8e1 h4e1,2573,94,76,117,advantage middlegame short,https://lichess.org/zhO9UD1m/black#60
3067,051q4,r5r1/p1p2p1k/2p2p1p/3b1N2/6R1/3n3P/PPP2PP1/R1B3K1 w - - 4 20,g4h4 g8g2 g1f1 g2f2,1148,75,94,2944,crushing kingsideAttack middlegame short,https://lichess.org/hfCVSbKg#39
3068,051sj,1Q4R1/p4p1p/2p3pk/3p1q2/P2b4/8/5PPP/5K2 w - - 7 32,b8g3 f5b1 f1e2 b1c2,1615,77,67,57,crushing endgame short,https://lichess.org/3MTByPyh#63
3069,05212,7r/6p1/4pk1p/1p1b1p1Q/1PnP1P1P/6R1/3q2PK/6R1 b - - 2 39,d2f4 h5g6 f6e7 g6g7 e7d6 g7h8,1089,80,90,110,crushing deflection fork long master middlegame,https://lichess.org/lHFrVP5b/black#78
3070,0521h,6k1/5p1p/5Qp1/4p3/P2bq3/5BP1/5PKP/8 b - - 1 35,e4e1 f3d5 e1f2 f6f2,1816,76,86,156,crushing endgame short,https://lichess.org/Znur0oHG/black#70
3071,052Ai,5r2/p5p1/2Rpk2p/3n4/1P1PN3/1b5P/3B1P1K/8 b - - 2 36,f8d8 e4c5 e6f5 c5b3,1480,75,99,2594,crushing endgame pin short,https://lichess.org/3PMB0BJQ/black#72
3072,052HE,r5k1/1bpqr3/1p1p2pR/3P4/5BPQ/p4P2/Pb4K1/7R b - - 1 29,b7d5 h6g6 e7g7 h4h8 g8f7 g6g7 b2g7 h8h5 f7f8 h5d5,2349,310,100,2,equality exposedKing fork middlegame veryLong,https://lichess.org/XvwKjeOT/black#58
3073,052VG,2r3k1/pb2n1pp/1p2p1r1/4Ppq1/3P3P/1QP1pRB1/PP2B1PK/R7 b - - 0 25,g5g4 f3e3 b7f3 e3f3 f5f4 h2g1,2471,105,89,293,crushing defensiveMove long middlegame,https://lichess.org/3VIO9h2w/black#50
3074,052Wm,2r1k3/pp3p2/1b1pp1p1/1N6/4P1pq/8/PP2QP2/3R1RK1 w - - 0 20,b5d6 e8f8 e2d3 c8c2 d3c2 h4g3,2729,99,87,669,crushing defensiveMove long master middlegame pin sacrifice,https://lichess.org/PP1Pueix#39
3075,052Za,1r6/1P1R4/1PBk2p1/1P2bp1p/3p3P/4pKP1/8/8 b - - 6 58,d6c5 d7d5 c5c4 d5e5,976,89,92,787,crushing endgame fork short,https://lichess.org/tw0KlFAY/black#116
3076,052cf,2k2r2/pp4p1/2p1p3/1PPpN1qb/P2Pn2p/4P3/2K3PP/R3QB2 w - - 1 27,b5c6 f8f2 c2b3 f2f1 c6b7 c8b7,2397,88,85,155,crushing long middlegame,https://lichess.org/YYw4pJsS#53
3077,052fH,8/6p1/6Rp/4N1n1/1r6/4P1kP/6P1/6K1 w - - 3 46,e5d3 b4b1 d3e1 b1e1,888,185,54,7,endgame mate mateIn2 short,https://lichess.org/sTRrM40O#91
3078,052is,2r3k1/1p4pp/6P1/2R2P1P/b7/P2R2K1/2n5/8 b - - 6 44,c8c5 d3d8 a4e8 d8e8,638,100,92,162,endgame mate mateIn2 short,https://lichess.org/1aGtp5jU/black#88
3079,052j3,1k1rr3/p4ppp/2qN4/P1B5/8/2P1Q3/P4PPP/RN4K1 w - - 5 25,d6e8 d8d1 e3e1 d1e1,1012,77,98,523,mate mateIn2 middlegame short,https://lichess.org/AZJm0MY6#49
3080,052ot,8/1p2k3/2p1p3/p3qpQ1/P7/2P3P1/1PK3P1/8 b - - 13 40,e7d6 g5d8 d6c5 d8a5 b7b5 a5a7 c5d6 a7b8,2272,100,100,32,crushing endgame interference queenEndgame veryLong,https://lichess.org/BXQc98QP/black#80
3081,052qo,5Q2/2k1pp2/3p1bp1/1B6/P2qP1n1/1P2R3/2r2P1P/4RK2 w - - 9 36,f8e8 c2f2 f1g1 g4e3 e8d7 c7b6 d7c6 b6a5,1802,264,100,2,crushing middlegame veryLong,https://lichess.org/w8CTmW73#71
3082,052st,5rk1/2r1q2p/b5pQ/3pPpN1/2p2n2/P6R/P4KP1/1B5R w - - 0 34,g5h7 f4h3 h1h3 e7h7,1932,74,95,3256,crushing intermezzo master middlegame short,https://lichess.org/8Bzn6ThZ#67
3083,052yI,r4rk1/1p5p/p7/3p2q1/P2Pp1B1/1P2PpN1/5P2/R5QK w - - 0 28,g3e4 g5h4 g1h2 h4h2 h1h2 d5e4,1669,357,100,2,equality exposedKing long middlegame,https://lichess.org/4xsJQEEC#55
3084,052zB,8/2k2pp1/P6p/1P1N3r/3K4/8/8/8 b - - 2 39,h5d5 d4d5 c7b6 d5d6,1949,86,85,27,crushing defensiveMove endgame hangingPiece short,https://lichess.org/KjoHnLjc/black#78
3085,0530f,3r2k1/p1p3pp/1p1r1p2/8/1Pq1P1Q1/P5P1/1B3PKP/2R5 b - - 1 26,c4b3 c1c7 g7g6 g4h4 d8d7 c7d7 d6d7 h4f6,1984,230,100,5,crushing endgame veryLong,https://lichess.org/eB8EI1PD/black#52
3086,0531Y,3R4/p4rk1/4q2p/6Bn/2r1p3/P1b3PP/3Q1PK1/4R1N1 w - - 1 43,d2e3 c3e1 e3e1 h6g5,2046,75,86,213,crushing middlegame short,https://lichess.org/vpqRHkxE#85
3087,05393,5r1k/p3q1b1/1p4Qp/2p1P3/2P5/1P3KP1/P7/2B4R w - - 1 34,f3g2 e7b7 g2g1 f8f1 g1f1 b7h1 f1e2 h1c1 e5e6 c1b2,1885,75,95,1542,attraction crushing deflection endgame skewer veryLong,https://lichess.org/EM2iSN4T#67
3088,053CS,8/4k3/4Pp2/5PbP/P2nK1P1/8/8/8 b - - 4 41,d4e6 f5e6 e7e6 a4a5,1328,75,91,489,crushing defensiveMove endgame short,https://lichess.org/UoNYgIkt/black#82
3089,053Cr,2rr2k1/1b2q1bp/4p1p1/p1n5/2B2Pn1/1PN1BN2/P5PP/2RRQ1K1 w - - 2 24,e3c5 e7c5 g1h1 g4f2 e1f2 c5f2,1824,75,83,641,crushing fork long middlegame,https://lichess.org/IDeBr16p#47
3090,053DK,8/1p4pp/1P2kp2/p1p5/P3r3/2N1n3/4R1PP/6K1 b - - 4 41,e6e5 c3e4 e5e4 g1f2,1311,76,92,2290,crushing endgame short,https://lichess.org/cPKoUEB4/black#82
3091,053LP,3rr1k1/pbp2ppp/1p6/nNnP2q1/2P5/P6P/1B2BPP1/1R1QR1K1 b - - 12 21,a5c4 e2c4 e8e1 d1e1,1284,76,93,1430,advantage hangingPiece middlegame short,https://lichess.org/fZP7SFHb/black#42
3092,053Mo,8/p1k2ppp/1p1n4/2PP1P2/BK3B1P/P7/4rP2/8 b - - 0 44,b6c5 b4c5 e2e4 f4d6,776,95,74,104,crushing endgame pin short,https://lichess.org/0lc3bx1t/black#88
3093,053Os,5rk1/6p1/3PP2p/1B4p1/2P5/P1n5/6PP/3R2K1 w - - 1 33,d1f1 c3e2 g1h1 f8f1,893,75,89,197,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/h97DFIXe#65
3094,053S8,1r4k1/1r3p2/1P1Qp2p/3nP1p1/3p2P1/3P1K2/5P1P/1R6 w - - 0 35,f3e4 d5c3 e4f3 c3b1,910,86,95,907,crushing endgame fork short,https://lichess.org/TJ2GL4Th#69
3095,053Tv,8/p7/3k2p1/4p2p/P3K1PP/5P2/8/8 b - - 0 41,a7a6 g4h5 g6h5 e4f5,2248,75,86,309,crushing endgame pawnEndgame short,https://lichess.org/eigBGXBT/black#82
3096,053Un,2b1Q3/6kr/p7/3p4/2pP1q2/1P6/P4PP1/R1R2K2 w - - 2 32,e8c8 h7h1 f1e2 f4e4 e2d2 e4d3,1741,76,98,2361,endgame long mate mateIn3,https://lichess.org/lpsJkIhe#63
3097,053a0,3r2k1/2p2ppp/1p2p3/3P4/2P5/1P2Q2P/2q2PP1/4R1K1 b - - 0 24,e6d5 e3e8 d8e8 e1e8,1216,93,56,76,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/Wb1hlb9U/black#48
3098,053dH,rn2kb1r/pQp1pppp/8/4q3/2b5/8/PP1PBPPP/R1B1K1NR b KQkq - 0 8,c4d5 b7c8,1428,76,94,478,mate mateIn1 oneMove opening,https://lichess.org/Dz4QWy5o/black#16
3099,053uU,5rk1/p1Q3pp/3P1p2/8/8/1P3KP1/4RP2/3q4 b - - 4 38,d1d3 e2e3 d3d1 f3g2,1583,90,33,53,advantage defensiveMove endgame short,https://lichess.org/zOhGMaJe/black#76
3100,053vG,1R6/1P4p1/7p/5P2/8/5kP1/1r5P/6K1 w - - 1 46,g1f1 b2b1,1247,135,100,36,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/VEKhqjnv#91
3101,053wO,3rr1k1/2p1np1p/p5p1/1p1R3q/1P3b2/P4N1P/BB2QPP1/4R1K1 b - - 0 23,e7d5 e2e8 d8e8 e1e8,855,120,82,34,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/bdxLagBj/black#46
3102,0540T,2bR1k1r/p3qp2/2p1p1p1/2p1P1QN/2P5/1P4P1/P4P2/6K1 b - - 16 35,e7d8 g5d8,1251,91,89,50,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/i4tYtgfk/black#70
3103,054BF,6k1/8/5P2/4R1K1/5P1P/1p6/8/1r6 w - - 0 53,g5g6 b1g1 g6h6 b3b2,1108,85,84,156,advancedPawn crushing endgame rookEndgame short,https://lichess.org/T2pPc30K#105
3104,054ND,r7/3R4/p2P3p/8/8/P1k2nP1/5P2/5K2 b - - 0 40,a8c8 d7c7 c8c7 d6c7,925,85,73,144,advancedPawn crushing endgame short,https://lichess.org/neoCeSe1/black#80
3105,054QS,5r2/5r2/p6k/1pNp2pp/1P1q4/P2B4/3Q2PP/2R4K w - - 2 38,h2h3 f7f1 c1f1 f8f1 d3f1 d4d2,817,80,77,80,crushing long middlegame,https://lichess.org/Url9SqlE#75
3106,054R0,2r3k1/p1p1q1p1/2Qn3p/5p2/2pB4/2P5/Pr3PPP/4R1K1 w - - 0 24,e1e7 b2b1 e7e1 b1e1,957,98,73,32,backRankMate endgame mate mateIn2 short,https://lichess.org/DGWubGmy#47
3107,054Sw,1R4k1/2r1pp2/3p2p1/q5b1/p2PP1B1/2P4Q/P1K5/8 b - - 2 30,g8g7 h3h8,1231,316,71,18,endgame mate mateIn1 oneMove,https://lichess.org/at38S794/black#60
3108,054TA,7k/6p1/4Q2p/P4p2/4Bqb1/2P5/1P1r1PPP/4R1K1 w - - 2 27,e4d5 f4f2 g1h1 d2d5,2066,76,97,3031,crushing endgame short,https://lichess.org/Dkm0mKhC#53
3109,054ce,3r2k1/pp3pp1/4p2p/3rP3/1q1P2R1/6Q1/PP4PP/3R2K1 b - - 2 25,g7g6 g4g6 f7g6 g3g6 g8h8 g6h6,1644,75,81,234,advantage endgame kingsideAttack long sacrifice,https://lichess.org/VMOePcwj/black#50
3110,054kt,4r1k1/4qppp/p1p5/1p6/8/2P1Q2P/5PP1/4R1K1 b - - 0 40,e7d7 e3e8 d7e8 e1e8,686,124,67,14,backRankMate endgame mate mateIn2 short,https://lichess.org/4YjnyVxe/black#80
3111,054x7,r2n4/pbp1N2k/1p2p2p/8/4P3/3B2R1/PPP5/1K6 b - - 7 27,h7h8 g3g8 h8h7 e4e5 b7e4 d3e4,1074,76,97,1417,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/lc6bnBNr/black#54
3112,0550Q,3r2k1/ppqr1ppp/4pbn1/2p5/2PPR1QP/2B3P1/PPB2P2/4R1K1 w - - 0 23,d4c5 f6c3 b2c3 f7f5 g4h5 f5e4,1741,76,86,82,crushing fork long master middlegame,https://lichess.org/xW8W3YnR#45
3113,0550i,2r3k1/p1pR1ppp/1p4b1/4r3/2P1P3/5B1P/P4KP1/3R4 b - - 3 26,e5c5 d7d8 c8d8 d1d8,600,83,100,217,backRankMate endgame mate mateIn2 short,https://lichess.org/rENNiTCZ/black#52
3114,0552M,8/8/p7/P4p2/3Kp1kp/4P3/5PP1/8 b - - 1 40,h4h3 g2h3 g4h3 d4e5 h3g4 e5f6 f5f4 f6e5 f4e3 f2e3,1996,75,90,1041,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/r4Qvs5i4/black#80
3115,0556F,5rk1/5ppb/1pN5/3P1P1P/1PP1n3/4q2P/1QK5/r4BR1 b - - 6 31,a1a2 g1g7 g8h8 g7g8 h8g8 c6e7,2252,75,94,6546,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QglO5BZO/black#62
3116,0557I,7B/1p1k1p1p/3pp3/4b2N/2P4q/1QP5/PP3PPn/R6K w - - 1 31,h8e5 h2f3 e5h2 h4h2,1250,74,97,3666,discoveredAttack endgame mate mateIn2 short,https://lichess.org/wUJFFLCQ#61
3117,055Is,2r2r2/5q1k/3p3p/1p3b2/2PQ4/P1N1P1R1/1p4PP/5RK1 b - - 1 31,f7c4 d4g7,1458,162,77,75,mate mateIn1 middlegame oneMove,https://lichess.org/zGFxEOSN/black#62
3118,055Rv,8/4bp2/p3k3/4Ppp1/1PPRqP2/8/3Q1KP1/r7 b - - 0 32,e4b1 d4d6 e7d6 d2d6,1106,77,83,143,endgame mate mateIn2 sacrifice short,https://lichess.org/cf56mvI6/black#64
3119,055TQ,8/5p2/1rk1p1p1/3pP1Pp/3P3P/1R1K4/8/8 w - - 0 54,b3b6 c6b6 d3c3 b6a5 c3b3 a5b5,2008,74,100,132,crushing defensiveMove endgame long zugzwang,https://lichess.org/gQhrquzX#107
3120,055gT,r5k1/5p2/5Bp1/p6p/2r4P/5pK1/P2R1P2/8 b - - 1 32,a8a6 d2d8 g8h7 d8h8,863,179,100,18,endgame mate mateIn2 short,https://lichess.org/jEYHCgdi/black#64
3121,055hQ,5rk1/8/p3P2p/3r3q/7P/PP2n1P1/1BQ2P2/5RK1 w - - 1 32,f2e3 f8f1 g1f1 h5f3,1909,76,92,928,attraction crushing endgame short,https://lichess.org/J8jHDrxQ#63
3122,055lF,4rrk1/1p1n2p1/p2p2p1/3P1q2/1PP1p3/5N1P/P2Q1PP1/R3R1K1 w - - 0 21,f3g5 e4e3 e1e3 f5g5,1589,73,97,11922,advantage interference middlegame short,https://lichess.org/cmTYzD47#41
3123,055m7,1r1nk2r/p2nbppp/8/4p3/Bp6/8/PPP2PPP/R1B1R1K1 b k - 6 16,e8g8 a4d7,1466,500,100,0,equality hangingPiece middlegame oneMove,https://lichess.org/hK9cVen0/black#32
3124,055tr,2r3k1/1b3pPp/7B/8/Bp1b4/6PP/7K/5R2 b - - 1 37,c8a8 a4b3 d4g7 h6g7 b7d5 b3d5,1535,236,100,6,crushing endgame long,https://lichess.org/PePfYcJ5/black#74
3125,055wS,6k1/p1p3p1/2q4p/4Q3/2PR4/2r3P1/P2K3P/8 b - - 6 37,c3a3 d4d8 g8h7 e5f5 c6g6 d8h8 h7h8 f5g6,1518,233,100,12,crushing deflection endgame veryLong,https://lichess.org/trPRh2Bs/black#74
3126,05608,2r2k1r/1pq2bp1/p2p4/3PpP1p/4P1nP/1PN1B3/P3Q3/R2B1RK1 b - - 0 24,c7c3 a1c1 g4e3 c1c3,1394,76,74,2623,advantage middlegame short,https://lichess.org/HaH9BJJL/black#48
3127,0560H,5rk1/5p2/1q3Q1p/4p3/2P1P3/5N2/Pr3PPP/3R2K1 w - - 1 23,f6e5 b6f2 g1h1 f2g2,1057,82,95,330,endgame mate mateIn2 short,https://lichess.org/67efYfCR#45
3128,0562B,1qr3k1/5pbp/b5p1/1NP1p3/P1Q5/7P/5PP1/3R2K1 b - - 0 30,g7f8 d1d7 f8e7 d7e7,1627,79,78,59,crushing middlegame short,https://lichess.org/Koca01FC/black#60
